Duration,ID,Consent,Gender,Age,Residency,Ethnicity,Sexuality,Vic_known,False_acc,Verdict,Likert_verdict,Confidence,Sentence,Credibility,Responsibility,Empathy,SA1,SA2,SA3,SA4,SA5,SA6,MT1,MT2,MT3,F1,MT4,MT5,MT6,NR1,NR2,NR3,NR4,NR5,F2,LI1,LI2,LI3,LI4,LI5,LI6,Condition
1044,5ee3be6ff942c407cd54e6ce,1,2,51,51,1,1,2,1,1,7,100,5,7,1,5,1,1,1,1,1,1,7,6,1,7,1,1,1,1,1,1,1,2,7,1,1,1,1,1,1,Vignette(high)
550,5efca0e4de12d10693f68390,1,2,30,30,1,1,1,1,1,7,80,2,7,1,5,1,1,1,1,1,2,4,1,1,7,1,1,1,1,1,1,1,2,7,4,1,1,1,1,1,Vignette(low)
712,5ccf41c9bd0d3e001593ce92,1,1,47,47,1,1,1,1,1,7,20,5,7,3,4,1,1,1,1,1,1,6,4,7,7,4,1,1,1,1,1,1,1,7,2,1,1,1,1,1,Vignette(high)
709,5e8a4da668e22e6f75da44aa,1,2,38,38,1,1,1,1,1,6,93,3,7,2,5,1,1,1,2,1,6,2,1,2,7,3,1,1,2,2,1,1,3,7,1,2,1,2,2,1,Vignette(low)
962,5fd9fe0889505333e0756d68,1,2,34,34,1,1,0,1,0,2,84,0,5,6,3,2,3,1,6,1,6,1,1,1,7,1,1,1,1,1,2,1,6,7,2,2,2,2,6,1,Vignette(high)
858,5e29c3e65570910297dbf70d,1,1,64,64,1,1,1,1,1,7,90,2,7,4,4,1,1,1,2,1,4,7,5,6,7,5,1,1,2,3,3,1,1,7,1,4,2,1,2,1,Vignette(low)
667,5cb4e2e8dde4050015779d17,1,2,29,29,1,1,1,1,1,6,61,7,6,2,4,2,1,2,2,3,5,4,4,4,4,4,2,1,1,1,1,1,2,7,2,2,2,2,2,1,Vignette(high)
1177,5ea1b6c46c3ed8080a0f9e16,1,2,51,51,1,1,1,1,0,5,60,0,5,5,1,5,4,4,4,5,5,6,5,5,5,5,3,3,3,2,1,1,5,7,4,4,4,3,5,3,Vignette(high)
542,5e518641c702b0000d6da0b5,1,2,42,42,1,1,1,1,1,6,90,3,7,2,4,1,1,1,1,1,1,1,2,1,7,1,1,1,2,1,1,1,2,7,2,3,2,1,2,1,Vignette(low)
855,5e132349b199e49599de669e,1,2,49,49,1,1,0,1,1,6,70,2,6,3,3,1,2,1,5,1,2,2,2,5,7,2,1,1,1,1,1,1,1,7,5,5,5,2,1,1,Vignette(low)
922,5efae8f0156229941fcf363e,1,1,39,39,1,1,1,1,1,6,70,7,5,5,3,1,1,1,1,2,1,6,2,6,6,1,1,1,1,1,1,1,2,7,2,2,2,2,3,2,Vignette(high)
506,5d70ca31152ffd001a946d2b,1,2,20,20,1,1,3,2,1,7,99,10,6,1,4,1,1,1,1,1,1,7,2,7,7,1,1,1,1,1,2,1,1,7,2,1,1,1,5,2,Vignette(high)
888,5c4ff1ff3e4c8400010aa969,1,2,58,58,1,1,1,1,1,7,92,6,6,4,2,1,1,1,1,1,2,2,2,2,7,2,1,1,1,1,1,1,1,7,1,1,1,1,2,1,Vignette(high)
1065,5ea0672dd3be90032762f6b2,1,1,64,64,1,1,1,1,0,2,91,0,2,6,2,1,1,3,6,1,1,7,1,6,6,1,1,1,1,1,1,1,1,7,6,5,5,5,5,5,Vignette(high)
391,5b2509947f7816000145fa13,1,2,27,27,1,1,1,1,1,5,56,4,5,1,3,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,2,7,2,2,1,1,2,1,Vignette(low)
817,5b44292f99da270001bd3f53,1,1,33,33,1,1,1,1,0,5,50,0,6,6,4,5,5,2,5,2,5,5,5,5,5,3,2,2,4,4,2,2,5,5,5,5,4,3,3,4,Vignette(high)
1128,5d1df13bf6fbfd00198d5732,1,2,60,54,1,1,1,1,1,6,71,3,6,2,4,2,1,1,1,2,1,4,3,3,7,5,3,1,1,1,2,1,2,6,3,3,3,2,3,1,Vignette(high)
633,5fedd3923986cc0039ef82df,1,1,28,28,1,1,1,1,1,7,98,10,6,5,5,1,1,1,1,1,2,1,4,1,7,1,1,1,1,1,1,1,2,7,2,1,1,1,1,1,Vignette(low)
702,577bef95908f1d0001c392ef,1,1,33,33,1,1,1,1,1,6,91,3,6,5,4,1,4,1,5,1,1,6,2,1,4,6,4,4,1,1,1,1,1,7,5,5,1,1,1,1,Vignette(high)
554,5977c17d1a800200011cdb9c,1,2,30,30,1,1,1,1,1,6,79,8,6,5,3,1,1,1,1,1,1,2,1,1,6,3,3,1,1,1,1,1,1,7,1,2,1,1,1,1,Vignette(high)
819,5d4934304c12d50015ec3e1f,1,2,29,29,1,1,1,1,0,5,41,2,5,6,4,2,2,1,1,1,5,5,5,2,7,5,1,1,1,1,1,1,1,6,1,1,1,1,1,1,Vignette(low)
1459,5bf181e793ba1c00016c7e49,1,2,68,68,1,1,1,2,0,2,80,0,1,7,1,5,1,4,1,1,1,2,5,2,5,1,1,1,1,1,1,1,7,7,5,5,5,1,5,5,Vignette(low)
928,5eeba61a6480680fa250a4f5,1,1,30,30,1,1,2,1,1,7,100,8,6,1,4,1,1,1,1,1,1,1,3,1,7,2,2,2,1,1,1,1,1,7,1,2,1,1,2,1,Vignette(high)
756,5c4b033f894d390001f80468,1,2,44,19,1,1,1,1,0,6,5,0,6,6,4,4,1,1,1,1,1,1,1,4,7,1,1,1,1,1,1,1,4,7,4,4,4,4,4,1,Vignette(low)
892,5c62f7ca1f94dc000168f311,1,2,53,53,1,1,1,1,1,6,50,1,6,2,3,1,1,1,2,1,4,4,4,4,7,4,1,1,1,1,1,1,2,7,2,2,2,1,2,1,Vignette(high)
1177,5d09122868b3000018d480f5,1,2,59,59,1,1,1,1,1,7,100,5,7,4,5,1,5,1,5,1,1,5,1,1,7,1,1,1,1,1,1,1,1,6,4,1,1,1,4,1,Vignette(low)
1101,604922d6dfca14efccd04c58,1,2,26,26,1,5,2,1,1,6,92,5,7,2,3,1,1,1,1,2,2,2,5,2,7,3,1,2,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(low)
1075,5d3cb6625ca28800166c8ffc,1,1,19,19,1,1,2,1,0,4,64,0,2,6,2,6,5,2,7,5,4,6,4,3,4,4,4,3,3,3,4,3,4,4,5,6,5,3,6,4,Vignette(high)
1032,5c92a94f5983f5001664fe08,1,1,21,19,4,1,1,1,1,4,65,3,6,5,5,4,2,1,2,1,4,6,2,6,7,4,1,2,1,1,1,1,1,7,2,2,1,1,1,1,Vignette(high)
635,5d417600ae3c70001876cfdd,1,1,48,48,1,3,0,2,1,6,81,3,6,5,3,5,5,3,4,2,5,6,5,5,5,2,2,2,3,5,1,2,2,6,4,5,6,3,3,2,Vignette(low)
661,5f0458436e93406a91590992,1,2,25,25,1,2,1,1,1,6,90,4,7,1,4,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(high)
931,5c090363361ed2000131cd74,1,2,22,22,1,2,2,1,1,6,80,7,2,4,4,1,1,1,1,1,1,2,3,1,7,2,3,3,1,1,1,1,1,7,2,1,1,1,1,1,Vignette(high)
647,603c00c0b3152f954aaa1e93,1,2,26,26,1,2,1,1,1,6,80,4,6,6,3,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,Vignette(high)
1029,5e5a71bbe30a782685d61433,1,2,19,19,1,3,2,2,1,6,80,10,7,1,5,1,1,1,1,1,1,2,1,1,7,1,1,2,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(high)
1073,5f312ec0687725067ffd15e9,1,2,55,27,1,1,1,1,1,7,70,2,6,5,4,1,1,1,2,5,2,3,5,2,7,1,1,1,2,1,1,1,2,6,2,2,1,1,1,1,Vignette(high)
465,600f077a481b4705a93b13d7,1,2,39,39,1,1,1,1,1,6,71,5,7,1,5,1,1,1,1,1,2,4,1,1,7,5,1,1,1,1,1,1,2,7,1,1,1,1,1,1,Vignette(low)
1042,5ed6b4c1d20f6b11ccae081b,1,2,46,46,1,,1,1,1,7,80,10,6,1,4,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(high)
891,5e8b51ec7fbe2d01daf0b411,1,2,26,26,1,1,2,1,1,7,100,6,6,2,5,1,1,1,1,3,1,3,3,1,7,1,1,1,1,1,1,1,2,7,1,1,1,1,1,1,Vignette(high)
1555,6050fd0d7714b4699551a6f8,1,2,27,16,1,1,1,1,1,7,72,7,4,2,5,1,1,1,1,2,1,4,4,1,7,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(low)
1002,5ead6fe25ed0c73fa418e825,1,2,33,33,1,1,1,1,1,6,60,1,6,4,3,1,1,1,1,1,1,1,1,1,7,1,2,1,1,1,1,1,1,6,1,1,1,1,1,1,Vignette(high)
923,5f1ddc6c22c07d063407cdd9,1,1,20,7,1,1,1,1,0,3,40,0,4,5,3,1,1,2,3,2,5,2,2,2,7,3,2,4,1,1,1,1,2,7,5,6,5,5,5,3,Vignette(high)
541,5fe355dfa85a247bb371442d,1,1,32,32,1,1,2,1,0,6,70,0,2,6,1,6,5,2,6,5,2,2,3,2,4,2,2,2,6,2,2,2,5,7,4,4,4,4,4,4,Vignette(high)
924,5eccd444d068808c695c2ea5,1,1,37,15,1,3,1,1,1,6,90,1,6,4,4,1,1,1,1,2,3,5,3,7,7,1,1,1,1,1,1,1,2,7,2,1,1,1,1,1,Vignette(low)
1411,5f241628a3194a227f631fc3,1,2,65,65,1,1,1,1,0,5,51,0,5,5,3,2,2,5,4,5,2,5,5,3,6,4,2,2,1,1,1,1,3,7,4,5,5,3,5,1,Vignette(high)
1193,5cc92c45a7f12900180c5d53,1,2,34,34,1,1,0,1,1,6,89,6,6,5,2,4,4,2,2,4,4,3,3,2,5,2,2,3,3,3,2,2,3,6,3,2,4,3,2,2,Vignette(low)
1415,5c87a3364c1a610001556f1c,1,1,40,40,1,1,2,1,1,7,100,5,7,1,5,1,1,1,1,1,1,7,1,4,7,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(low)
707,567c1cc8b7d79a0012b273ef,1,1,24,24,1,1,1,1,1,6,75,1,6,2,4,1,1,1,1,2,2,5,3,5,7,3,1,2,1,1,1,1,2,7,2,2,2,1,3,1,Vignette(high)
899,5d799b8213a70e001a66677f,1,1,38,38,1,1,2,3,0,2,95,0,2,6,2,1,5,1,5,4,7,6,5,4,6,4,2,2,2,3,2,1,5,7,5,4,4,4,5,4,Vignette(high)
626,5aeaf4d8537e4c00012322ad,1,1,33,33,1,1,1,1,1,6,90,3,6,2,5,1,1,1,1,1,1,4,1,1,7,1,1,1,1,1,1,1,1,7,2,2,2,2,5,1,Vignette(high)
1123,59c188d75c50560001df9460,1,2,45,45,1,1,1,1,0,3,71,0,3,5,3,1,5,1,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,7,2,2,2,1,1,1,Vignette(low)
934,5e2eda312575cf49bea78a73,1,1,33,33,10,1,2,1,0,4,55,0,5,5,4,1,2,2,3,2,4,2,1,1,6,2,1,5,2,5,2,1,5,7,5,3,5,1,1,1,Vignette(high)
1384,5db6ec97d9b41d000b2464eb,1,2,35,5,1,1,1,1,0,6,10,1,6,5,4,1,1,2,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,7,1,1,1,1,5,1,Vignette(low)
1068,5af07de697a14300017d0c4f,1,2,33,33,1,3,1,0,1,7,100,6,7,1,5,1,1,1,1,1,1,2,1,1,7,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(high)
1225,603ffa702c052c1982b4cbd9,1,2,21,21,4,1,2,1,1,6,85,8,7,4,5,1,1,1,1,2,4,7,4,4,7,1,1,1,1,1,1,1,2,7,4,3,1,1,4,1,Vignette(low)
1065,5ffd7f154f1cda2d682a6723,1,2,47,47,1,1,1,1,1,7,91,1,6,6,3,5,4,1,4,2,4,3,2,3,4,1,1,1,1,1,2,1,1,7,1,1,1,1,1,1,Vignette(low)
1136,5ebaa1ff940078000b52ebf4,1,1,54,54,1,1,1,1,0,2,70,0,3,7,2,4,2,1,5,3,5,4,3,6,5,2,1,4,2,3,2,1,4,7,5,4,4,3,4,2,Vignette(low)
1948,5916d5bed64c810001d7e4a3,1,1,39,9,1,1,1,1,0,2,10,0,3,5,3,7,5,7,7,5,7,5,4,7,4,1,1,4,7,7,5,1,7,7,7,7,7,7,5,7,Vignette(high)
1455,5705083cde5095000a18915a,1,2,45,45,1,2,2,1,1,7,91,1,7,1,4,2,1,1,1,2,2,6,1,5,7,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(low)
689,59692f4467a8600001b714e1,1,2,53,53,1,1,2,1,1,7,100,10,7,1,5,1,1,1,1,1,1,1,3,6,7,1,1,1,1,1,1,1,1,7,2,1,1,1,1,1,Vignette(high)
993,5f78ed59d3456a4d06411b78,1,2,35,35,1,1,1,1,1,6,82,10,6,1,4,1,1,1,2,1,2,4,2,4,7,1,1,1,1,1,1,1,1,7,1,2,2,2,4,1,Vignette(low)
1226,5fb8d29daff3bb26b233b979,1,1,59,59,1,1,1,1,0,2,80,0,2,4,4,2,1,1,4,2,6,5,5,3,7,5,1,2,1,1,1,1,6,7,4,5,4,1,4,2,Vignette(high)
1201,573b71ac67421f000e19120e,1,2,56,56,1,1,3,1,1,5,81,2,7,4,4,1,1,1,1,1,1,3,3,2,4,3,1,1,1,1,1,1,1,6,4,4,3,1,2,1,Vignette(low)
1282,600ad993c009a101dd6a9bdb,1,2,52,52,1,1,1,1,1,6,61,3,6,1,4,1,1,1,1,1,1,6,6,6,6,5,6,3,1,1,1,1,2,7,4,2,2,1,1,1,Vignette(low)
987,5aca4e27a3ba7a0001b4d415,1,1,38,38,1,1,1,1,0,5,65,1,6,7,5,1,1,1,1,1,1,1,1,4,5,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(high)
1342,5f5a4e1f3778490d3e6d1652,1,2,56,56,2,,1,1,1,6,70,3,6,1,5,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(low)
1052,5c03fd073d55b100012a3112,1,2,32,30,1,1,1,1,0,2,60,0,5,4,4,1,2,1,2,2,2,4,4,2,7,5,1,1,1,1,1,1,1,7,4,4,4,3,4,2,Vignette(high)
1024,5f68f1e9fe85b20a54b3eb74,1,1,21,9,11,1,2,1,1,5,71,2,5,5,3,2,1,2,4,1,4,4,5,3,6,5,4,4,1,2,1,1,1,7,5,5,5,3,5,2,Vignette(high)
2274,5feb355dfef4d1b60be48854,1,1,24,24,1,1,1,1,0,5,30,0,6,4,3,2,1,1,1,2,3,2,2,1,6,1,1,2,1,1,1,1,1,7,1,1,1,1,1,2,Vignette(high)
980,58f669cefb4d7500014af69b,1,1,44,44,1,1,1,1,0,4,21,3,4,4,2,1,3,1,4,1,3,1,1,1,4,1,1,1,1,1,1,1,3,7,3,4,3,1,2,4,Vignette(low)
903,5c180a3ac59c17000167491e,1,1,32,32,1,1,2,1,1,6,90,5,6,1,5,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(low)
1353,5d0eb745e28c4d001a279eaa,1,2,43,10,1,1,1,1,0,5,50,1,3,1,2,1,1,1,7,1,6,4,4,1,5,1,1,1,1,1,1,1,4,7,5,5,5,5,5,3,Vignette(high)
1273,55d22025cc2b18000c0b9d9c,1,1,24,24,1,1,1,1,0,2,70,0,5,6,3,1,4,5,5,5,6,5,4,2,6,1,1,1,1,1,1,1,1,7,4,5,4,4,4,2,Vignette(low)
1009,5df03fabc1ef790aa5595f8f,1,2,42,42,14,3,1,1,0,5,5,7,6,1,2,1,1,1,5,1,1,7,6,6,7,1,1,1,1,1,1,1,1,7,3,3,1,1,4,1,Vignette(low)
1535,5883d68d300c0b000113db56,1,2,48,21,1,1,1,2,1,7,79,6,7,5,4,5,3,2,2,2,3,3,1,4,6,1,1,1,1,1,1,1,6,7,2,3,2,1,1,1,Vignette(high)
1269,6054465815a183c29118c0bc,1,1,34,34,1,1,1,1,0,5,70,5,4,5,4,1,1,1,2,1,1,2,2,1,7,1,1,1,1,1,1,1,3,6,2,2,2,1,2,1,Vignette(high)
834,5ea03d5bbb81f6049c753cae,1,2,54,54,1,1,1,1,0,3,70,4,5,4,3,4,3,4,3,2,3,4,4,3,4,2,1,1,2,2,2,1,4,5,4,4,4,4,4,4,Vignette(high)
2085,59d3958ed552520001fe6dfc,1,1,40,40,1,1,1,1,1,6,74,2,6,2,3,2,1,1,4,1,4,4,2,2,6,1,1,1,1,1,1,1,2,6,3,3,3,3,5,1,Vignette(low)
2049,5ff4f777feba317bf3cbc9b7,1,2,31,11,1,1,1,1,0,5,81,0,3,6,2,1,5,5,6,5,7,7,6,7,7,6,1,3,5,5,1,1,6,7,6,6,6,4,6,2,Vignette(high)
2109,5ddd631f063ebd000dbe0687,1,1,34,12,1,1,1,1,0,2,70,0,2,4,2,1,3,4,5,2,6,6,5,6,5,2,1,3,4,5,5,2,6,6,5,5,6,4,3,5,Vignette(low)
1899,5fa43bb9a1da9605a34dcc0d,1,1,21,21,13,1,2,2,0,1,100,0,1,6,1,2,2,2,2,2,7,7,4,6,1,2,7,7,5,5,6,3,7,1,7,7,7,7,5,7,Vignette(low)
2688,5df0e4b46fa634011f5d018d,1,1,37,37,1,1,1,1,1,6,81,8,6,5,4,3,2,1,2,1,3,2,2,2,6,2,1,1,2,2,1,1,3,6,4,3,2,1,2,2,Vignette(high)
876,5d8c9c3bb7a83b00175048ec,1,2,69,69,1,1,1,1,1,7,93,2,6,5,5,1,1,1,5,1,1,7,4,1,7,3,5,1,1,1,1,1,2,7,4,4,4,1,4,1,Vignette(low)
561,601befa6ccedd6614106588c,1,2,19,4,5,1,2,1,1,6,71,10,5,1,4,1,1,1,1,1,1,2,2,2,7,1,1,1,1,1,1,1,1,7,1,6,1,1,1,1,Vignette(low)
345, 5f2039a06a1b2a2ca7ddc3b9,1,2,21,20,4,1,2,1,1,6,92,3,6,5,5,1,1,1,3,1,5,1,5,1,7,5,5,3,1,1,1,1,1,7,3,2,1,1,1,1,Vignette(high)
320,5fd627832d643f4cb9190fa7,1,2,33,30,1,2,2,1,1,7,96,5,7,1,5,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,7,1,1,1,1,4,1,Vignette(low)
533,60170184b3fe5f1ee9383f0f,1,2,34,34,1,2,2,1,1,7,90,7,7,1,5,1,1,1,1,1,1,3,1,2,7,3,1,1,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(low)
535,5f8ff2b456607501540e1c70,1,2,40,40,1,1,2,1,0,6,5,1,6,2,5,1,1,1,1,1,2,4,4,2,7,1,1,1,1,1,1,1,4,7,1,2,1,1,1,1,Vignette(high)
589,5e9a162fc140d109fe1a4618,1,1,24,24,1,1,0,1,1,5,30,1,5,3,4,1,1,1,1,1,5,4,3,2,6,3,3,3,1,1,1,1,2,5,1,1,1,1,1,1,Vignette(high)
643,598d74208380cc00012a3a62,1,2,35,35,1,1,1,1,1,6,80,4,7,1,4,1,1,1,1,1,1,1,2,1,7,4,1,1,1,1,1,1,1,6,1,1,1,1,1,1,Vignette(low)
833,5a78a1ae527fd00001464a41,1,2,61,61,1,1,1,1,1,6,90,5,7,1,5,1,1,1,2,2,1,4,3,2,6,3,1,1,1,1,1,1,3,7,2,2,1,2,2,1,Vignette(high)
820,603ed5d8d98e95fc0e0a67a9,1,2,32,7,4,1,1,1,1,6,60,7,6,7,2,6,7,7,5,3,1,2,1,7,7,2,6,1,2,1,2,2,5,1,7,6,6,6,7,5,Vignette(high)
889,5ea0bc61287a9d0bcde12c00,1,1,52,52,1,,1,1,0,4,50,0,5,4,5,1,1,1,1,1,1,6,2,7,7,1,1,1,1,1,1,1,1,7,1,4,4,4,4,1,Vignette(high)
926,5b9d57e5737d030001ad2cbf,1,1,53,53,1,1,1,1,0,5,60,0,6,6,3,5,4,1,5,1,4,7,6,6,5,6,4,6,1,1,1,1,4,7,6,6,5,4,5,2,Vignette(low)
1607,5ea0304b6d57b8000c9b742c,1,1,49,25,5,1,1,1,1,6,90,2,7,3,4,3,1,1,3,1,4,6,5,6,7,2,1,1,2,1,1,1,7,2,3,5,4,2,3,1,Vignette(low)
358,5ac8958b1667e40001d8852a,1,2,64,64,1,1,1,1,1,7,70,3,7,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,Vignette(low)
288,603f7cfa6d22ad0008e76e3c,1,2,19,19,1,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vignette(high)
897,6031c10910c7c117d7fd869f,1,2,27,27,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vignette(high)
191,5ff710f366c8103139f19489,1,1,21,21,13,1,1,1,1,6,73,10,5,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,Vignette(low)
56,5f024111bc410b3d33cbd3cc,1,2,23,21,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vignette(high)
497,5da47c75f834780010190c80,1,2,20,20,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vignette(low)
569,5f904410ef86570b6eeebcb6,1,2,23,23,1,1,1,1,1,5,70,5,6,1,5,1,1,1,1,1,1,3,5,4,7,2,2,2,3,3,1,1,2,7,1,3,2,2,2,1,Vignette(low)
207,5eb6d326f096330635dfb83f,1,2,20,20,13,1,3,1,1,7,99,10,7,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Vignette(high)
1266,5d34a43a85a2ab0017b5fb08,1,2,44,44,1,1,3,1,1,6,90,2,6,2,5,1,1,1,6,2,5,5,3,1,7,1,1,2,2,2,1,1,6,7,2,1,1,1,1,1,Vignette(low)
834,5ef764fa8954704782c71718,1,1,25,25,1,3,1,1,0,5,40,1,5,4,3,1,3,1,3,1,7,3,5,3,6,5,3,3,1,1,1,1,3,5,4,4,3,3,5,4,Vignette(low)
644,5f7e1f3993a0b50bf0a238a9,1,1,51,34,1,1,2,2,0,5,60,0,5,5,3,3,2,3,4,5,3,3,4,4,6,5,1,3,2,2,1,2,6,7,4,4,4,2,6,3,Vignette(high)
478,5fa3bc6e406ac8000a9a1c4c,1,1,38,2,1,1,1,1,1,6,90,3,6,2,4,1,1,1,2,1,3,4,1,3,6,1,1,1,1,1,1,1,3,7,3,3,3,1,5,3,Vignette(low)
348,5e6fbdb3292f7b57d7e0b3a7,1,1,30,30,1,2,3,1,1,7,100,10,7,1,5,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Vignette(low)
366,5eac8f806d7f5112644ce460,1,1,42,42,1,1,1,1,1,7,90,3,7,2,5,1,1,1,1,1,3,3,2,2,7,3,2,3,1,1,1,1,1,7,3,4,2,1,2,1,Vignette(low)
636,5e8d24047fba8f0ed42975b5,1,1,28,28,1,1,2,1,0,5,40,0,5,2,3,1,1,1,5,1,5,2,2,2,7,1,1,4,1,1,1,1,3,7,4,3,3,3,5,2,Vignette(high)
418,5ebd4e155981ba01e49173ed,1,1,27,27,1,1,1,2,0,1,100,0,2,5,1,5,5,5,6,3,7,4,4,4,4,3,1,5,2,2,3,2,4,4,6,7,7,5,7,5,Vignette(high)
399,5f64af3570cc750009026296,1,1,24,17,1,1,1,1,1,6,80,2,5,5,3,2,2,1,1,1,6,4,5,4,6,1,1,1,1,1,1,1,2,7,5,5,5,2,4,2,Vignette(low)
423,5a22d8ba391e270001a100d3,1,1,39,39,1,1,2,1,0,2,90,1,2,6,2,1,1,1,5,1,6,5,3,4,6,5,1,1,1,1,1,1,1,7,5,5,5,3,3,1,Vignette(low)
519,5fbe46ce91f04a34373e3319,1,1,25,18,4,1,2,1,1,7,81,10,7,5,4,1,2,3,4,5,4,2,3,4,3,5,4,6,3,5,4,3,7,3,5,4,3,3,4,3,Vignette(low)
338,5d0651c57c37bf001a987dc2,1,1,36,36,1,1,1,1,0,5,70,0,3,6,2,6,5,5,6,2,5,7,2,6,6,2,2,5,7,7,6,1,7,7,6,7,6,6,6,7,Vignette(high)
1717,5fdbacf82178d1042fc676ef,1,1,26,26,5,1,1,1,0,2,30,1,5,6,2,6,3,2,5,6,5,7,5,4,5,2,1,1,5,3,1,1,7,4,4,2,4,4,4,5,Vignette(high)
628,5f4642211be88a010fb375f5,1,1,47,47,1,1,1,1,1,6,80,10,6,3,4,1,1,1,1,2,1,1,3,1,6,2,1,1,1,1,1,1,1,6,2,4,3,2,4,1,Vignette(high)
878,56c225fe0a25f1000ce56865,1,1,46,19,5,1,1,1,1,6,70,4,7,1,4,1,1,1,2,1,2,2,1,1,7,2,1,1,1,1,1,1,6,7,2,2,1,1,2,1,Vignette(high)
413,5a8acb32ae9a0b0001aa0fc0,1,1,33,33,1,1,1,1,1,6,66,7,6,3,4,2,2,2,6,1,6,3,4,5,5,1,2,2,1,1,1,1,3,7,4,5,2,3,5,2,Vignette(high)
299,5ad0903b3a859300016c4e60,1,1,34,34,1,1,1,3,0,5,50,10,5,5,4,1,1,1,1,1,1,2,1,3,7,3,2,2,1,1,1,1,1,4,2,2,2,1,2,1,Vignette(low)
1458,5f200f43591b360416b211b9,1,1,30,30,1,1,1,1,0,5,68,4,4,2,5,1,1,1,2,1,4,3,4,2,7,2,1,1,1,1,1,1,1,7,3,3,2,1,3,1,Vignette(high)
528,5ce65aa96ad4e50001097566,1,1,52,52,1,1,1,1,0,3,70,0,3,7,1,6,6,5,5,4,6,7,5,6,6,6,2,7,5,6,5,1,6,7,7,7,7,6,7,6,Vignette(low)
695,60301033a31f95e112e633ae,1,1,35,35,1,1,1,1,0,4,49,0,4,4,4,1,1,1,1,1,1,1,1,2,7,1,1,1,1,1,1,1,1,7,4,1,1,1,2,1,Vignette(high)
486,60647ecfceb67a6cf61d2325,1,1,19,19,1,1,1,1,1,7,95,7,7,2,4,2,1,1,1,1,1,1,1,1,7,4,1,1,1,1,1,1,1,7,1,1,1,1,3,1,Vignette(high)
656,5afc3f0bfabc890001884b15,1,1,52,50,1,1,1,1,1,7,100,5,7,1,5,1,1,1,1,1,1,4,1,1,7,1,1,1,1,1,1,1,1,7,1,1,1,1,2,1,Vignette(low)
663,5ef8687a939d495b1705235e,1,1,32,32,1,3,1,1,0,3,65,0,3,6,2,2,2,1,2,3,6,1,1,1,7,1,3,5,6,2,1,1,5,2,6,7,6,2,7,3,Vignette(high)
650,5e0f31a34fa02a656250044a,1,1,48,48,1,1,1,1,0,3,30,1,5,5,2,6,1,1,1,2,6,1,3,1,5,5,3,4,2,1,1,1,3,7,4,4,4,2,5,3,Vignette(low)
545,5f22b76832432501e2129695,1,1,32,32,1,1,1,1,0,5,50,0,5,3,3,5,3,1,4,1,5,1,5,2,5,1,1,3,2,1,1,1,7,5,3,3,3,2,4,2,Vignette(high)
189,602b93fc7597b02cd10467de,1,1,34,34,14,1,1,1,1,6,71,5,6,2,4,5,7,4,6,5,7,7,4,6,7,6,5,6,4,5,5,4,3,4,3,7,5,4,6,7,Vignette(low)
339,5f5b76c81a328c2a9a84f757,1,1,34,34,1,1,2,2,1,5,68,4,6,5,3,3,1,1,5,1,3,4,4,5,5,4,4,3,2,2,2,2,3,5,4,5,4,4,4,3,Vignette(low)
359,5e3068330082f106875fb3f2,1,1,27,27,1,1,1,1,0,5,55,4,5,4,3,1,1,1,1,1,5,6,2,1,5,4,1,1,1,1,1,1,1,7,4,5,1,1,1,1,Vignette(low)
