Duration,ID,Consent,Gender,Age,Residency,Ethnicity,Sexuality,Vic_known,False_acc,Verdict,Likert_verdict,Confidence,Sentence,Credibility,Responsibility,Empathy,SA1,SA2,SA3,SA4,SA5,SA6,MT1,MT2,MT3,F1,MT4,MT5,MT6,NR1,NR2,NR3,NR4,NR5,F2,LI1,LI2,LI3,LI4,LI5,LI6,Condition
430,5eabac0b48b26f18d9b1e702,1,1,44,44,1,1,1,1,1,7,100,5,7,6,4,1,1,1,1,1,1,6,4,3,3,3,3,1,1,1,1,1,4,4,4,4,4,4,4,4,Vignette(low)
609,601d6db910663c0c5a0362b4,1,1,24,24,1,2,3,1,0,3,70,0,4,4,2,1,1,1,1,1,1,5,5,6,7,3,1,5,5,1,1,1,3,7,4,5,4,1,4,2,Vignette(high)
332,5d7a0921663fb40001ffb842,1,1,47,47,1,1,2,1,1,6,81,5,6,5,4,5,1,1,1,1,1,1,1,1,7,5,1,1,1,1,1,1,3,7,2,3,3,6,3,2,Vignette(high)
1036,605ed50de1f34b77863d970c,1,1,36,36,5,1,1,1,1,5,40,5,5,4,3,1,1,1,3,2,1,4,4,4,6,1,1,1,1,1,1,1,5,7,4,2,3,1,1,1,Vignette(low)
831,5f202e3123cea42a90298378,1,1,22,22,4,1,1,1,1,5,55,10,5,5,3,3,2,3,6,4,5,6,4,4,6,5,2,1,1,1,1,1,3,5,4,5,4,4,4,3,Vignette(low)
557,5e903f8b03a0a9000b99aea6,1,1,20,20,5,1,1,1,1,6,82,2,6,6,3,7,7,5,7,4,5,5,3,5,6,3,3,4,4,3,3,2,5,5,5,4,6,6,5,6,Vignette(low)
999,60007626d299a4c1474621584,1,1,51,51,1,1,1,1,0,4,20,0,5,6,5,1,2,3,5,5,4,6,5,7,6,4,2,2,1,1,1,1,4,7,4,6,4,4,6,1,Vignette(high)
564,5d53346807e8740015e561ed,1,1,49,49,2,1,1,1,0,5,9,0,5,6,3,2,5,2,5,1,3,5,3,2,6,2,2,6,2,2,2,2,4,6,3,4,5,3,5,3,Vignette(high)
757,5fc370fca0603a1bdd47f114,1,1,23,23,1,1,1,1,0,3,57,1,3,5,3,2,1,1,3,2,5,5,3,5,7,4,1,1,2,1,1,1,4,6,3,5,2,2,3,2,Vignette(low)
692,5f57a7b8d9afd02833f1c50c,1,1,19,1,1,1,2,1,1,6,80,5,6,1,5,1,1,1,1,1,2,1,1,5,7,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(high)
556,5e8482e3c0a35102b0c610eb,1,1,44,44,1,1,1,1,1,6,80,5,6,1,5,1,1,1,1,4,1,1,1,1,7,2,1,1,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(high)
513,5aeaf498854c900001867803,1,1,23,23,13,1,1,1,0,5,40,8,5,4,3,1,1,1,1,2,1,4,2,2,7,1,1,1,1,1,1,1,1,7,1,1,1,1,2,1,Vignette(low)
703,5f35bb460db2f81d1dd66900,1,1,19,19,1,1,1,1,0,5,60,0,7,2,5,1,1,1,1,1,4,5,2,5,7,2,3,2,1,1,1,1,1,7,1,2,2,1,1,1,Vignette(low)
553,601eaeeb12586834759af824,1,1,22,22,1,1,1,1,0,2,80,0,5,6,2,3,4,5,5,5,5,5,6,7,7,5,3,3,3,3,1,1,2,6,5,6,6,5,4,4,Vignette(high)
827,603296d4aa844c2b5d21f7fc,1,1,39,39,1,2,2,1,0,2,90,0,3,6,2,3,1,2,6,5,5,1,4,1,4,1,1,4,3,2,1,1,3,7,5,7,6,3,7,4,Vignette(high)
560,5f4e5b600a262b014b610357,1,1,32,32,1,3,1,1,0,6,78,0,6,5,4,3,2,1,2,2,5,4,4,4,7,4,1,2,3,1,1,1,4,7,3,3,3,1,4,1,Vignette(high)
691,5ad1e57b459c350001136c85,1,1,21,21,1,1,1,1,1,6,90,5,6,2,4,1,1,1,1,4,1,3,3,2,7,2,2,1,1,1,1,1,1,7,1,1,1,1,2,1,Vignette(low)
583,600adedd03915a03b8a3955f,1,1,32,32,1,3,1,1,1,6,82,1,2,6,2,1,1,1,4,6,2,5,5,3,4,6,3,2,1,1,1,1,2,1,4,4,4,4,7,4,Vignette(high)
776,5980f157413c230001291b22,1,1,26,26,1,1,2,1,1,6,70,10,7,1,5,1,1,1,1,1,1,6,1,4,6,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(low)
703,5f0ed12d93f369243246a47a,1,1,31,31,1,1,1,1,1,5,40,5,7,2,5,1,1,1,1,1,5,1,1,1,7,1,1,1,1,1,1,1,1,7,1,1,1,1,2,1,Vignette(high)
566,5aa28d786219a30001f57655,1,1,40,40,1,1,1,1,1,7,93,7,7,1,4,1,1,1,1,5,3,1,1,1,7,1,1,1,1,1,1,1,3,6,2,3,1,6,5,1,Vignette(low)
674,5c6185cdc6f0dd0001e085a7,1,1,21,16,5,1,2,1,1,6,72,8,6,6,5,1,1,2,2,1,2,6,3,3,7,1,1,1,1,1,1,1,2,7,2,2,1,1,2,1,Vignette(low)
728,5ebd2a07fa52241862dbca05,1,1,26,26,1,2,2,2,0,6,75,2,6,2,5,1,1,1,1,2,5,6,2,4,7,2,1,1,1,1,1,1,1,7,2,2,1,1,2,1,Vignette(high)
910,5fdf8fe29f4b9e80cc7f7f7d,1,1,61,61,1,1,1,1,1,7,91,1,7,2,4,2,5,1,7,5,6,7,6,5,1,5,2,2,1,1,1,1,2,7,6,5,5,5,6,1,Vignette(high)
1254,5eac351c63858608351866b4,1,1,43,43,1,1,1,1,1,6,40,3,6,1,4,1,1,1,1,2,1,3,5,3,1,4,1,1,1,1,1,1,1,7,2,3,2,1,5,1,Vignette(high)
743,5ea0b332440c6a0a2b78b2df,1,1,74,74,1,1,1,1,0,2,91,0,4,6,2,2,1,4,6,4,5,5,4,3,5,2,1,1,2,1,4,1,3,6,6,6,6,5,5,4,Vignette(high)
883,5efd026d13df3d138997e860,1,5,20,20,6,2,3,0,1,6,81,5,6,2,4,1,2,1,2,4,3,3,4,5,7,2,1,1,1,1,1,1,3,6,2,3,1,1,3,1,Vignette(high)
838,5af5f227672ea800010d3b8d,1,1,24,24,1,3,2,1,0,5,40,3,5,4,3,5,5,4,5,2,6,4,5,2,6,5,4,5,2,2,1,1,2,5,3,4,3,2,5,3,Vignette(high)
1154,5edf196f0ad20d1c592b6f29,1,1,46,46,1,1,1,1,0,3,30,3,6,1,4,1,1,1,4,4,3,6,5,2,7,3,1,1,1,1,1,1,1,7,2,1,4,1,4,1,Vignette(low)
946,604f6bb960d356de90f985e3,1,1,24,24,1,1,1,1,0,4,80,0,4,4,3,1,1,1,1,1,1,4,2,2,7,5,1,1,1,1,2,1,3,7,4,4,3,1,5,4,Vignette(low)
819,5ee35d54fd807b0234fc52f0,1,1,18,18,1,1,2,1,0,3,80,1,2,6,1,6,4,6,6,6,6,6,7,6,6,1,2,6,4,2,5,2,4,5,7,7,7,7,7,7,Vignette(low)
1000,5ea0739b27f71903b8271217,1,1,52,42,5,1,1,1,1,6,77,3,6,2,4,2,1,1,1,1,6,6,1,1,7,1,1,1,1,1,1,1,1,7,1,3,1,1,1,1,Vignette(low)
562,56b8c6efe1d0a2000a146a7c,1,1,46,46,1,1,2,1,1,7,90,10,7,2,4,1,1,1,1,1,2,5,5,3,7,1,1,1,1,1,1,1,2,7,1,3,1,1,1,1,Vignette(high)
697,59ba747b76adf400010fd0da,1,1,56,56,1,1,1,1,0,3,100,10,3,6,1,5,4,1,7,4,6,4,5,4,1,1,1,4,1,1,1,1,2,7,4,5,4,2,4,1,Vignette(low)
996,5bc497db36f2b300010b9df8,1,1,32,32,1,1,2,1,1,7,100,10,7,1,5,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(high)
718,5c4d87576aeb5d00010184f8,1,1,54,54,1,1,0,0,0,5,80,0,4,4,2,1,1,1,1,1,6,6,1,2,7,1,1,1,1,1,1,1,1,7,2,2,1,1,2,1,Vignette(low)
820,5e41e384cea1860869959f92,1,1,28,28,1,1,1,1,0,2,80,0,2,4,1,1,1,1,1,1,2,4,3,1,4,1,4,3,4,2,1,1,4,2,6,6,6,4,6,2,Vignette(high)
843,6031a31b478730143fdc0189,1,1,39,15,5,1,1,1,0,2,63,1,5,6,2,5,6,3,5,2,5,6,3,5,7,2,1,1,2,1,1,1,2,7,2,2,4,6,3,2,Vignette(low)
802,5b5f35fe64516800018b8ed2,1,1,34,34,1,1,1,1,0,4,60,0,3,6,3,7,3,3,6,6,5,7,7,7,7,7,5,7,1,1,2,1,7,7,4,6,4,4,7,4,Vignette(high)
923,59b8053c59f3df0001e08810,1,1,50,50,1,1,1,1,0,5,60,0,4,4,4,1,1,1,1,1,5,1,5,1,7,1,1,1,1,1,1,1,1,7,1,2,2,1,1,1,Vignette(low)
898,5e9b959c77f86e0a8314b0e8,1,1,20,16,1,1,1,1,1,6,80,3,6,1,4,1,1,1,5,1,3,4,1,4,7,3,1,1,1,1,1,1,3,7,2,1,1,1,1,2,Vignette(low)
963,5f2dec344a634e1382d0c106,1,1,26,18,14,1,1,1,0,3,40,0,5,3,3,3,1,1,1,2,3,4,4,4,7,2,2,1,1,1,1,1,3,7,3,3,3,2,2,1,Vignette(high)
894,5f21294e789a0649b25eff23,1,1,41,41,1,1,1,1,0,3,50,6,4,5,4,3,4,4,6,5,7,4,5,4,7,5,4,5,3,3,3,3,5,7,5,5,4,4,4,3,Vignette(high)
1017,5fa9b07feea1c41f89a467af,1,1,21,5,1,1,1,1,1,5,65,5,5,3,3,2,3,2,2,2,3,2,2,3,6,4,1,1,2,2,2,1,3,5,4,3,3,4,4,3,Vignette(low)
1174,6061f64d64fba13965d43a91,1,1,55,55,1,1,1,1,0,3,90,0,3,7,1,5,1,3,1,2,5,7,6,6,4,4,1,1,6,3,1,1,4,1,4,4,4,4,4,5,Vignette(low)
1155,601ef22cb13fd83f1f43393e,1,1,40,40,1,1,1,1,0,4,50,0,4,4,4,1,1,1,1,4,2,6,6,6,7,2,1,1,1,1,1,1,3,7,4,4,4,4,4,1,Vignette(high)
1236,5c296b31e9b1b20001b8ac77,1,1,40,18,5,1,1,1,1,7,90,7,6,4,4,1,1,1,1,1,1,7,1,7,7,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,Vignette(high)
1153,5d15d614db7eb70018f1a473,1,1,56,56,1,1,1,1,1,7,80,8,7,1,5,1,1,1,2,1,3,5,4,4,7,2,1,1,1,1,1,1,4,7,4,5,4,3,4,1,Vignette(low)
724,5e54082eb6e7cd414d4eae0e,1,1,54,54,1,1,1,1,0,7,100,0,6,1,5,1,1,1,5,1,1,6,1,3,6,1,1,1,1,1,1,1,1,7,2,5,5,1,7,1,Vignette(low)
2895,5fbdda42e675da21e1201c96,1,1,34,15,13,3,0,1,1,6,60,5,6,2,3,5,4,5,3,1,3,6,2,2,7,5,2,5,1,1,1,1,6,6,4,4,4,2,4,5,Vignette(high)
375,5e32c95c87b8ef28e5aff6ea,1,1,35,35,1,3,1,1,0,5,60,0,5,5,4,1,1,1,2,1,3,1,1,1,1,1,1,1,3,1,1,1,3,1,1,2,1,1,2,1,Vignette(high)
795,5c9ed757d254710012621dd2,1,1,35,35,11,1,1,2,1,6,70,3,6,6,5,6,5,6,7,2,3,6,1,6,7,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2,Vignette(high)
889,5fec4bf28fd71dda83c7f34e,1,1,34,34,1,1,1,1,1,6,60,1,6,1,4,1,1,1,1,6,7,7,4,6,6,2,1,2,1,1,1,1,1,1,7,7,6,6,5,2,Vignette(low)
143,5f4fdd11275a74100788dac6,1,1,43,43,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vignette(low)
4395,5e690f83d1e0d41a69f00db8,1,1,25,25,14,1,1,1,0,3,66,0,6,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,Vignette(low)
4477,5ea81c884920c72209a75fe1,1,1,27,27,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vignette(high)
66,5ebe81e8e865c204b2ece9e3,1,1,40,25,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vignette(low)
429,5a69d77a56585a0001633482,1,1,42,42,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vignette(high)
616,5f60eb87ae343700080fe6a9,1,1,20,8,1,1,1,1,1,6,65,6,5,2,4,1,2,1,3,1,2,1,1,1,7,1,1,1,1,1,1,1,1,5,1,1,2,1,3,2,Vignette(low)
1055,5eaecb0824839e59ed3523eb,1,1,36,17,1,1,1,1,0,2,85,0,2,6,2,1,2,1,5,2,6,7,3,7,6,5,1,1,2,2,1,1,6,7,2,2,2,2,1,4,Vignette(high)
